Mes, Aeropuertos, #Flight, #FlightDelayed
1, 605765, 162464
2, 569236, 169297
3, 616090, 172327
4, 598126, 133221
5, 606293, 131003
6, 608665, 177233
7, 627931, 153485
8, 612279, 133804
9, 540908, 78560
10, 556205, 81917
11, 523272, 90292
12, 544958, 183910
